Transaction_date,Product,Price,Payment_Type,Name,City,State,Country
1/16/09 9:54,Product1,1200,Mastercard,Marian,Durban,KwaZulu-Natal,South Africa
1/28/09 7:07,Product1,1200,Visa,Kevin,Berkeswell,England,United Kingdom
1/28/09 7:31,Product1,1200,Visa,cari,Dryden                      ,VA,United States
1/18/09 12:32,Product1,1200,Visa,Cassandra,Santry,Dublin,Ireland
1/13/09 14:05,Product1,1200,Amex,Christof and Heidi,Barcelona,Catalonia,Spain
1/28/09 7:49,Product1,1200,Visa,Ina,Fayetteville                ,NC,United States
1/28/09 3:07,Product1,1200,Visa,Lisa,Anse Comeau,Quebec,Canada
1/12/09 15:16,Product1,1200,Visa,Camille and Carmen,Thorlakshofn, ,Iceland
1/6/09 11:17,Product2,3600,Visa,Trina,Overland                    ,KS,United States
1/23/09 9:49,Product1,1200,Visa,Ginger,King City,Ontario,Canada
1/24/09 4:01,Product1,1200,Visa,breon,Leighton Buzzard,England,United Kingdom
1/25/09 18:21,Product1,1200,Visa,Marion,Umea,Vasterbotten,Sweden
1/15/09 10:51,Product1,1200,Mastercard,Pia ,Sola,Rogaland,Norway
1/2/09 5:14,Product1,1200,Visa,Dr. Donald,Stockton-on-Tees,England,United Kingdom
1/9/09 10:35,Product2,3600,Visa,Jenna and Paul,Senatobia                   ,MS,United States
1/4/09 10:16,Product1,1200,Mastercard,Rebecca,Berlin,Berlin,Germany
1/2/09 12:16,Product1,1200,Mastercard,Monique,Waldorf                     ,MD,United States
1/28/09 12:31,Product1,1200,Diners,lilia ,Brooklyn                    ,NY,United States
1/14/09 12:07,Product1,1200,Mastercard,Lainey,Lakeville                   ,MN,United States
1/16/09 7:20,Product2,3600,Mastercard,Jag,Saint-Cergues,Rhone-Alpes,France
1/6/09 9:55,Product1,1200,Mastercard,Charlene ,Vancouver,British Columbia,Canada
1/7/09 12:55,Product1,1200,Amex,Fiona,Stamford                    ,CT,United States
1/19/09 12:14,Product1,1200,Mastercard,burt,Rathfarnham,Dublin,Ireland
1/13/09 15:19,Product2,3600,Visa,Maggie,Paris,Ile-de-France,France
1/18/09 8:56,Product1,1200,Mastercard,Stanford,Howell                      ,MI,United States
1/4/09 17:54,Product1,1200,Amex,ruth,Encinitas                   ,CA,United States
1/5/09 13:46,Product1,1200,Visa,Courtney,Atchison                    ,KS,United States
1/5/09 10:49,Product2,3600,Amex,Courtney,Mililani                    ,HI,United States
1/12/09 18:24,Product1,1200,Diners,Anthony,Victor                      ,NY,United States
1/18/09 4:01,Product1,1200,Visa,Eleanor,Fairbanks                   ,AK,United States
1/16/09 10:58,Product1,1200,Visa,GAIA,Soro,Vestsjalland,Denmark
1/13/09 8:20,Product1,1200,Mastercard,Zane,Warlingham,England,United Kingdom
1/12/09 1:42,Product1,1200,Mastercard,Beate,Hamburg,Hamburg,Germany
1/28/09 13:07,Product1,1200,Amex,BALA,Accokeek                    ,MD,United States
1/29/09 5:43,Product1,1200,Visa,Mrs,Sunnyvale                   ,CA,United States
1/29/09 5:30,Product1,1200,Diners,Vanessa,Ithaca                      ,NY,United States
1/13/09 18:08,Product1,1200,Amex,Amanda,Houston                     ,TX,United States
1/9/09 15:24,Product1,1200,Mastercard,alex ,Farmingtn Hls               ,MI,United States
1/23/09 15:33,Product1,1200,Mastercard,T,Brooklyn                    ,NY,United States
1/29/09 12:28,Product1,1200,Mastercard,Alva and Martin,Great Falls                 ,VA,United States
1/13/09 11:31,Product1,1200,Visa,Anett,Gosport,England,United Kingdom
1/29/09 10:09,Product2,3600,Mastercard,Jacqui,Scottsdale                  ,AZ,United States
1/29/09 15:08,Product1,1200,Visa,KERRY,Sunnyvale                   ,CA,United States
1/4/09 5:12,Product1,1200,Visa,DeeDee,Songnae-dong,Soul-t'ukpyolsi,South Korea
1/22/09 22:16,Product2,3600,Mastercard,leanne,Clyde Hill                  ,WA,United States
1/5/09 19:26,Product1,1200,Visa,katie,Ruschlikon,Zurich,Switzerland
1/11/09 12:22,Product1,1200,Visa,Marina,Minneapolis                 ,MN,United States
1/2/09 9:31,Product1,1200,Visa,camilla,Chicago                     ,IL,United States
1/5/09 11:21,Product1,1200,Visa,pirunkit,Petworth,England,United Kingdom
1/17/09 9:49,Product1,1200,Diners,Kathrin,Abu Dhabi,Abu Zaby,United Arab Emirates
1/28/09 1:38,Product1,1200,Mastercard,Kate,Stockholm,Stockholm,Sweden
1/19/09 10:32,Product1,1200,Mastercard,Maie,Queen Creek                 ,AZ,United States
1/26/09 12:05,Product1,1250,Mastercard,verena,Queen Creek                 ,AZ,United States
1/7/09 18:53,Product1,1200,Visa,Marie-Christine,Durham                      ,NC,United States
1/26/09 11:38,Product1,1200,Mastercard,Gabriella,Austin                      ,TX,United States
1/8/09 13:19,Product1,1200,Mastercard,valerie et nicolas,Glenn Dale                  ,MD,United States
1/11/09 14:56,Product1,1200,Visa,Nicole,Aardal,Sogn og Fjordane,Norway
1/30/09 20:36,Product1,1200,Visa,Renee,Edinburg                    ,TX,United States
1/1/09 8:09,Product1,1200,Mastercard,Nicole,South Melbourne,Victoria,Australia
1/17/09 11:09,Product1,1200,Mastercard,Joachim,Fortaleza,Ceara,Brazil
1/31/09 7:22,Product1,1200,Visa,Monica ,Weston                      ,CT,United States
1/31/09 9:12,Product1,1200,Visa,Nanci,Reading,England,United Kingdom
1/31/09 8:56,Product1,1200,Mastercard,Laura,Coconut Grove               ,FL,United States
1/31/09 9:00,Product1,1200,Visa,ciara and mike,London,England,United Kingdom
1/11/09 14:07,Product1,1200,Visa,Sarah,San Francisco               ,CA,United States
1/1/09 12:25,Product2,3600,Mastercard,Anne-line,Zug,Zug,Switzerland
1/31/09 11:14,Product2,3600,Mastercard,Ulrika,Scottsdale                  ,AZ,United States
1/2/09 9:57,Product1,1200,Amex,leigh,Potomac Falls               ,VA,United States
1/4/09 13:20,Product1,1200,Mastercard,Nuria,Superior                    ,CO,United States
1/22/09 12:32,Product1,1200,Mastercard,Tejal,London,England,United Kingdom
1/18/09 6:09,Product1,1200,Mastercard,Ignacio,Engleside                   ,VA,United States
1/8/09 0:04,Product1,1200,Visa,ZOE,New Plymouth City,Taranaki,New Zealand
1/24/09 7:14,Product1,1200,Mastercard,nihan,Roanoke                     ,VA,United States
1/24/09 11:05,Product1,1200,Visa,alan,Norcross                    ,GA,United States
1/6/09 15:12,Product1,1200,Amex,lydia,Sandy Plains                ,GA,United States
1/24/09 17:06,Product1,1200,Visa,Tracey,Saint Catharines,Ontario,Canada
1/3/09 9:58,Product1,1200,Visa,Anja,Gainesville                 ,VA,United States
1/9/09 16:35,Product1,1200,Diners,Jennifer,Nordstrand,Oslo,Norway
1/12/09 14:50,Product1,1200,Visa,Holly,Arlington                   ,MA,United States
1/7/09 13:49,Product1,1200,Diners,megan,West Hills                  ,CA,United States
1/9/09 19:41,Product1,1200,Mastercard,Tarah,San Jose                    ,CA,United States
1/26/09 4:53,Product1,1200,Visa,Gerardo,London,England,United Kingdom
1/23/09 21:41,Product1,1200,Visa,Joanne,Oak Park                    ,MI,United States
1/6/09 16:07,Product1,1200,Visa,Margaret,Terrell Hills               ,TX,United States
1/10/09 7:55,Product1,1200,Visa,Laura,Jumeira,Dubayy,United Arab Emirates
1/28/09 20:44,Product1,1200,Visa,Whitney,Falmouth                    ,VA,United States
1/9/09 3:38,Product1,1200,Visa,Ravinder,Lurgan,Northern Ireland,United Kingdom
1/19/09 8:52,Product1,1200,Visa,Pam,Richmond                    ,TX,United States
1/15/09 7:26,Product1,1200,Mastercard,Celina,Den Haag,Zuid-Holland,Netherlands
1/30/09 19:12,Product1,1200,Diners,Heather,Ooltewah                    ,TN,United States
1/5/09 12:41,Product1,1200,Mastercard,Kathryn,Pacific Beach               ,CA,United States
1/28/09 20:59,Product1,1200,Visa,Michele ,Austin                      ,TX,United States
1/10/09 21:36,Product1,1200,Visa,Craig,Seattle                     ,WA,United States
1/25/09 19:59,Product1,1200,Visa,Kim,Seattle                     ,WA,United States
1/7/09 8:03,Product1,1200,Amex,maria,Ottawa,Ontario,Canada
1/21/09 9:07,Product1,1200,Visa,Elaine,Vienna                      ,VA,United States
1/23/09 14:43,Product1,1200,Visa,Madison,Torbay,Auckland,New Zealand
1/5/09 13:07,Product1,1200,Visa,Amanda,Shenfield,England,United Kingdom
1/6/09 3:39,Product1,1200,Visa,Krista,Bergen,Hordaland,Norway
1/15/09 15:26,Product1,1200,Visa,Sarah,Bolton,England,United Kingdom
1/23/09 4:47,Product1,1200,Mastercard,Sarah,Sandymount,Dublin,Ireland
1/12/09 10:05,Product2,3600,Amex,Pamela,Bellinzona,Ticino,Switzerland
1/30/09 5:13,Product1,1200,Visa,Christine,Antwerpen,Antwerpen,Belgium
1/14/09 10:32,Product3,7500,Mastercard,Diana,Campinas,Sao Paulo,Brazil
1/12/09 8:13,Product1,1200,Amex,mary,Nacka,Stockholm,Sweden
1/27/09 8:11,Product1,1200,Visa,Helena,Fremont                     ,CA,United States
1/30/09 17:33,Product1,1200,Visa,nina,Warwick,Queensland,Australia
1/15/09 9:52,Product1,1200,Amex,Mark,Holmdel                     ,NJ,United States
1/13/09 11:54,Product1,1200,Visa,alice and rudolf,Baltimore                   ,MD,United States
1/21/09 11:00,Product1,1200,Visa,Costanza,Saggart,Dublin,Ireland
1/16/09 11:49,Product1,1200,Mastercard,Yoko,Andover                     ,MA,United States
1/1/09 9:35,Product1,1200,Mastercard,Barbara,La Crescenta                ,CA,United States
1/13/09 5:58,Product1,1200,Mastercard,Kit,Suwanee                     ,GA,United States
1/6/09 16:08,Product2,3600,Visa,cristina,Seattle                     ,WA,United States
1/5/09 10:25,Product1,1200,Amex,linda,Arlington                   ,VA,United States
1/4/09 21:08,Product1,1200,Mastercard,Christyna,Calgary,Alberta,Canada
1/12/09 20:43,Product1,1200,Visa,Alicja ,Kenmore                     ,WA,United States
1/17/09 3:22,Product1,1200,Visa,Rachel,Fresno                      ,CA,United States
1/18/09 11:17,Product1,1200,Amex,Rachel,Atascadero                  ,CA,United States
1/27/09 9:01,Product1,1200,Visa,Jan,Barcelona,Catalonia,Spain
1/8/09 8:11,Product1,1200,Diners,Karin,High Wycombe,England,United Kingdom
1/26/09 23:28,Product2,3600,Amex,ron ,Tsaritsyno,Moscow City,Russia
1/10/09 21:35,Product1,1200,Mastercard,Sharon,Ajax,Ontario,Canada
1/11/09 6:01,Product1,1200,Mastercard,Anna,New York                    ,NY,United States
1/19/09 14:53,Product1,1200,Mastercard,Laura,Fairfield                   ,IA,United States
1/22/09 7:14,Product1,1200,Visa,Yana,North Bay,Ontario,Canada
1/15/09 8:12,Product1,1200,Visa,Katherine,Marietta                    ,GA,United States
1/7/09 6:33,Product1,1200,Diners,Therese,Clontarf,Dublin,Ireland
1/12/09 8:05,Product1,1200,Amex,Francoise ,Danville                    ,PA,United States
1/28/09 13:03,Product2,3600,Amex,Elizabeth,Okotoks,Alberta,Canada
1/25/09 8:54,Product1,1200,Amex,Corinne,Anthem                      ,AZ,United States
1/5/09 10:08,Product1,1200,Visa,Ec,Clonmel,Tipperary,Ireland
1/5/09 19:29,Product1,1200,Visa,Carmen,Arlington                   ,VA,United States
1/7/09 19:06,Product2,3600,Amex,Brittany,Orlando                     ,FL,United States
1/23/09 11:33,Product1,1200,Mastercard,Sandrine,Walnut Creek                ,CA,United States
1/3/09 21:11,Product1,1200,Mastercard,asuncion ,Centennial                  ,CO,United States
1/11/09 17:28,Product1,1200,Visa,Sophie,Newtown                     ,CT,United States
1/21/09 20:18,Product1,1200,Amex,Henrietta,Vancouver,British Columbia,Canada
1/24/09 10:23,Product1,1200,Visa,DD,York,England,United Kingdom
1/7/09 14:55,Product1,1200,Visa,Jennifer,Drogheda,Louth,Ireland
1/29/09 10:38,Product1,1200,Visa,samuel,Saddle Brook                ,NJ,United States
1/8/09 14:04,Product1,1200,Amex,Angelina  Patrick,San Diego                   ,CA,United States
1/31/09 21:50,Product1,1200,Visa,Sven,Issaquah                    ,WA,United States
1/1/09 16:00,Product1,1200,Visa,Toni,Bolton,England,United Kingdom
1/30/09 13:13,Product1,1200,Visa,Patrick,Lexington                   ,MA,United States
1/27/09 16:50,Product1,1200,Visa,jason,Altadena                    ,CA,United States
1/30/09 7:42,Product1,250,Visa,Tabatha,Altadena                    ,CA,United States
1/17/09 15:48,Product2,3600,Visa,Aline,Davis                       ,CA,United States
1/12/09 11:40,Product2,3600,Visa,Debra,Toronto,Ontario,Canada
1/30/09 20:27,Product1,1200,Mastercard,Natasha,Pasadena                    ,CA,United States
1/27/09 18:35,Product1,1200,Mastercard,Melinda,Buffalo Grove               ,IL,United States
1/16/09 12:47,Product1,1200,Visa,Luc1nda,London,England,United Kingdom
1/2/09 2:50,Product1,1200,Visa,Kim,Newcastle,Wicklow,Ireland
1/21/09 5:39,Product1,1200,Amex,Britlyn ,Norwalk                     ,CT,United States
1/28/09 1:28,Product1,1200,Diners,Adam,Besancon,Franche-Comte,France
1/8/09 13:33,Product1,1200,Visa,Mimi,Monte-Carlo, ,Monaco
1/22/09 12:09,Product1,1200,Visa,Liann,Monaco, ,Monaco
1/20/09 8:23,Product1,1200,Mastercard,Sarah,Floyds Knobs                ,IN,United States
1/2/09 7:47,Product1,1200,Diners,Naseer,London,England,United Kingdom
1/11/09 4:55,Product1,1200,Amex,Caroline,Marietta                    ,GA,United States
1/23/09 7:47,Product1,1800,Amex,Karena,Marietta                    ,GA,United States
1/21/09 23:19,Product1,1200,Amex,janet,Hon                         ,HI,United States
1/11/09 4:29,Product3,7500,Visa,Hans,Knoxville                   ,TN,United States
1/11/09 4:39,Product1,1200,Visa,Sandra  Thierry  Zoe,Knoxville                   ,TN,United States
1/10/09 8:13,Product1,1200,Mastercard,Eleanor,Edinburgh,Scotland,United Kingdom
1/22/09 12:55,Product1,1200,Visa,Anna,Paris,Ile-de-France,France
1/17/09 15:00,Product1,1200,Visa,Cara ,Humble                      ,TX,United States
1/4/09 14:06,Product1,1200,Visa,carolien,Mashpee                     ,MA,United States
1/30/09 17:09,Product1,1200,Mastercard,Ana,Hong Kong, ,Hong Kong
1/20/09 5:01,Product1,1200,Visa,Patrick,Birmingham                  ,MI,United States
1/26/09 14:37,Product1,1200,Visa,Heidi,St Augustine                ,FL,United States
1/29/09 13:27,Product1,1200,Visa,Tom,Salt Lake City              ,UT,United States
1/12/09 10:33,Product1,1200,Amex,Justine,Seattle                     ,WA,United States
1/5/09 8:28,Product1,1200,Visa,isabel,Ruti,Zurich,Switzerland
1/25/09 16:11,Product3,7500,Visa,scott,Rogers                      ,AR,United States
1/25/09 20:44,Product1,1200,Visa,Fatima,Rogers                      ,AR,United States
1/26/09 11:36,Product1,1200,Visa,Judy,Dun Laoghaire,Dublin,Ireland
1/27/09 2:32,Product1,1200,Visa,Glenn,Perth,Scotland,United Kingdom
1/18/09 13:36,Product1,1200,Amex,Family in,London,England,United Kingdom
1/7/09 5:53,Product1,1200,Visa,Lauren,Gries,Rhineland-Palatinate,Germany
1/25/09 1:53,Product3,7500,Visa,Michael,Pietermaritzburg,KwaZulu-Natal,South Africa
1/18/09 11:42,Product1,1200,Visa,Jodi,Sutton Valence,England,United Kingdom
1/13/09 1:46,Product1,1200,Mastercard,simone,Lyngby,Kobenhavn,Denmark
1/2/09 15:57,Product1,1200,Diners,Sonja,Alpine                      ,NJ,United States
1/25/09 8:50,Product1,1200,Mastercard,Shane,Zurich,Zurich,Switzerland
1/14/09 8:16,Product2,3600,Amex,Ruth,Saskatoon,Saskatchewan,Canada
1/27/09 11:21,Product1,1200,Mastercard,Cleo,Pacific Palisades           ,CA,United States
1/8/09 10:13,Product1,1200,Diners,Benoit,Fort Saint James,British Columbia,Canada
1/5/09 7:47,Product1,1200,Amex,Claire,Versoix,Geneve,Switzerland
1/22/09 9:00,Product1,1200,Visa,Claire,Trumansburg                 ,NY,United States
1/25/09 12:59,Product1,1200,Visa,Lindsey,Kennett Square              ,PA,United States
1/10/09 19:28,Product2,3600,Visa,Nicola,San Jose                    ,CA,United States
1/8/09 19:29,Product2,3600,Mastercard,PATRICK,Ban Khlong Sip,Krung Thep,Thailand
1/8/09 12:04,Product1,1200,Visa,jennifer,Morro Bay                   ,CA,United States
1/4/09 16:59,Product1,1200,Visa,Amy,Parramatta,New South Wales,Australia
1/30/09 11:56,Product1,1200,Mastercard,Whitney,Dumbleton,England,United Kingdom
1/6/09 5:10,Product1,1200,Visa,Astrid,Altlengbach,Lower Austria,Austria
1/14/09 3:39,Product1,1200,Visa,jo,Ballincollig,Cork,Ireland
1/14/09 3:47,Product1,1200,Visa,Michelle,Ballincollig,Cork,Ireland
1/19/09 3:19,Product1,1200,Mastercard,TG,Zagore,Stara Zagora,Bulgaria
1/7/09 1:42,Product1,1200,Mastercard,Emily,Vecmilgravis,Riga,Latvia
1/7/09 13:01,Product2,3600,Visa,Niki,Trelex,Vaud,Switzerland
1/27/09 2:35,Product1,1200,Visa,Sarah,Ornex,Rhone-Alpes,France
1/3/09 14:14,Product1,1200,Visa,sherry,Las Vegas                   ,NV,United States
1/22/09 12:37,Product2,3600,Amex,Laura,San Anselmo                 ,CA,United States
1/29/09 6:49,Product1,1200,Mastercard,Carmela,Hannover,Lower Saxony,Germany
1/6/09 9:45,Product1,1200,Diners,Matt,N Woodmere                  ,NY,United States
1/12/09 11:16,Product1,1200,Visa,Karen,Madrid,Madrid,Spain
1/13/09 13:49,Product1,1200,Visa,Joanne,Castlebar,Mayo,Ireland
1/12/09 7:23,Product1,1200,Visa,Stephanie,Fairfax                     ,CA,United States
1/30/09 4:48,Product1,1200,Visa,Hurst,Chandler                    ,AZ,United States
1/22/09 16:29,Product1,1200,Visa,Liza,Dammeron Valley             ,UT,United States
1/27/09 6:26,Product1,1200,Mastercard,Michele,Buffalo                     ,NY,United States
1/15/09 10:16,Product3,7500,Visa,Karin,Olive Branch                ,MS,United States
1/19/09 18:54,Product1,1200,Amex,cath,Warwick                     ,NY,United States
1/2/09 22:44,Product2,3600,Visa,eva,Gisborne,Victoria,Australia
1/1/09 18:32,Product1,1200,Amex,Andrea ,San Mateo                   ,CA,United States
1/14/09 1:28,Product1,1200,Mastercard,Sabine,Milton Keynes,England,United Kingdom
1/20/09 8:08,Product1,1200,Mastercard,Aideen and Jonathan,Kecskemet,Bacs-Kiskun,Hungary
1/29/09 2:48,Product1,1200,Visa,George,Nakskov,Storstrom,Denmark
1/24/09 18:02,Product1,1200,Visa,Helen,Aloma                       ,FL,United States
1/7/09 8:26,Product1,1200,Diners,C,Chandler                    ,AZ,United States
1/24/09 3:36,Product1,1200,Visa,chris,Kjobenhavn,Staden Kobenhavn,Denmark
1/5/09 15:23,Product1,1200,Visa,maggie,Stockton,England,United Kingdom
1/25/09 16:17,Product1,1200,Amex,Mareike,Cumming                     ,GA,United States
1/15/09 10:37,Product1,1200,Visa,lamia,Little Compton              ,RI,United States
1/20/09 15:28,Product1,1200,Visa,Madhu,Centennial                  ,CO,United States
1/28/09 18:00,Product1,"13,000",Visa,sandhya,Centennial                  ,CO,United States
1/29/09 5:06,Product1,1200,Amex,Kimberly,Herndon                     ,VA,United States
1/6/09 18:53,Product1,1200,Visa,Tania,Vista                       ,CA,United States
1/21/09 6:55,Product1,1200,Visa,andrea,Oostburg                    ,WI,United States
1/26/09 20:18,Product1,1200,Mastercard,John,Griffith,New South Wales,Australia
1/25/09 17:58,Product2,3600,Visa,carol,Ann Arbor                   ,MI,United States
1/9/09 14:37,Product1,1200,Visa,Nona,South Jordan                ,UT,United States
1/25/09 2:46,Product2,3600,Visa,Family,Dubai,Dubayy,United Arab Emirates
1/17/09 20:46,Product2,3600,Visa,Michelle,Dubai,Dubayy,United Arab Emirates
1/24/09 7:18,Product2,3600,Visa,Kathryn,Kirriemuir,Scotland,United Kingdom
1/11/09 7:09,Product1,1200,Visa,Oswald,Tramore,Waterford,Ireland
1/8/09 4:15,Product1,1200,Visa,Elyssa,Gdansk,Pomorskie,Poland
1/22/09 10:47,Product1,1200,Visa,michelle,Arklow,Wicklow,Ireland
1/26/09 20:47,Product1,1200,Mastercard,Alicia,Lincoln                     ,NE,United States
1/12/09 12:22,Product1,1200,Mastercard,JP,Tierp,Uppsala,Sweden
1/26/09 1:44,Product2,3600,Visa,Geraldine,Brussels,Brussels (Bruxelles),Belgium
1/18/09 12:57,Product1,1200,Mastercard,sandra,Burr Oak                    ,IA,United States
1/24/09 21:26,Product1,1200,Visa,Olivia,Wheaton                     ,IL,United States
1/26/09 12:26,Product2,3600,Mastercard,Tom,Killeen                     ,TX,United States
1/5/09 7:37,Product1,1200,Visa,Annette ,Manhattan                   ,NY,United States
1/14/09 12:33,Product1,1200,Visa,SUSAN,Oxford,England,United Kingdom
1/14/09 0:15,Product2,3600,Visa,Michael,Paris,Ile-de-France,France
1/1/09 12:42,Product1,1200,Visa,ashton,Exeter,England,United Kingdom
1/6/09 6:07,Product1,1200,Visa,Scott,Rungsted,Frederiksborg,Denmark
1/15/09 5:11,Product2,3600,Visa,Pam,London,England,United Kingdom
1/17/09 4:03,Product1,1200,Visa,Lisa ,Borja,Bohol,Philippines
1/19/09 10:13,Product2,3600,Mastercard,Pavel,London,England,United Kingdom
1/18/09 9:42,Product1,1200,Visa,Richard,Jamestown                   ,RI,United States
1/9/09 11:14,Product1,1200,Visa,Jasinta Jeanne,Owings Mills                ,MD,United States
1/10/09 13:42,Product1,1200,Visa,Rachel,Hamilton,Ontario,Canada
1/7/09 7:28,Product1,1200,Amex,Cherish ,Anchorage                   ,AK,United States
1/18/09 6:46,Product1,1200,Visa,Shona ,Mornington,Meath,Ireland
1/30/09 12:18,Product1,1200,Mastercard,Abikay,Fullerton                   ,CA,United States
1/6/09 5:42,Product1,1200,Amex,Abikay,Atlanta                     ,GA,United States
1/2/09 10:58,Product2,3600,Visa,Kendra,Toronto,Ontario,Canada
1/8/09 3:29,Product1,1200,Visa,amanda,Liverpool,England,United Kingdom
1/12/09 13:23,Product2,3600,Amex,Leila,Ponte San Nicolo,Veneto,Italy
1/19/09 9:34,Product1,1200,Amex,amanda,Las Vegas                   ,NV,United States
1/9/09 7:49,Product1,1200,Visa,Stacy,Rochester Hills             ,MI,United States
1/15/09 5:27,Product2,3600,Visa,Derrick,North Bay,Ontario,Canada
1/8/09 23:40,Product1,1200,Visa,Jacob,Lindfield,New South Wales,Australia
1/27/09 11:02,Product1,1200,Mastercard,DOREEN,Madrid,Madrid,Spain
1/14/09 13:23,Product1,1200,Diners,eugenia,Wisconsin Rapids            ,WI,United States
1/7/09 20:01,Product1,1200,Visa,Karen,Austin                      ,TX,United States
1/20/09 12:32,Product1,1200,Visa,Bea,Chicago                     ,IL,United States
1/6/09 14:35,Product1,1200,Diners,Hilde Karin,Las Vegas                   ,NV,United States
1/4/09 6:51,Product1,1200,Visa,Rima,Mullingar,Westmeath,Ireland
1/24/09 18:30,Product1,1200,Visa,Ruangrote,Melbourne,Victoria,Australia
1/25/09 5:57,Product1,1200,Amex,pamela,Ayacucho,Buenos Aires,Argentina
1/5/09 10:02,Product2,3600,Visa,Emillie,Eagan                       ,MN,United States
1/13/09 9:14,Product1,1200,Visa,sangeeta,Vossevangen,Hordaland,Norway
1/22/09 7:35,Product1,1200,Visa,Anja,Ferney-Voltaire,Rhone-Alpes,France
1/2/09 11:06,Product1,1200,Mastercard,Andrew,Sevilla,Andalucia,Spain
1/11/09 9:50,Product1,1200,Visa,Bato,Munchengosserstadt,Thuringia,Germany
1/21/09 20:44,Product1,1200,Mastercard,Ailsa ,Lindenhurst                 ,NY,United States
1/5/09 9:09,Product1,1200,Visa,Sophie,Bloomfield                  ,MI,United States
1/5/09 12:41,Product1,1200,Visa,Katrin,Calgary,Alberta,Canada
1/28/09 12:54,Product2,3600,Mastercard,Kelly ,Vancouver,British Columbia,Canada
1/21/09 4:46,Product1,1200,Visa,Tomasz,Klampenborg,Kobenhavn,Denmark
1/7/09 13:28,Product1,1200,Visa,Elizabeth,Calne,England,United Kingdom
1/27/09 11:18,Product2,3600,Amex,Michael,Los Angeles                 ,CA,United States
1/7/09 12:39,Product2,3600,Visa,Natasha,Milano,Lombardy,Italy
1/24/09 13:54,Product2,3600,Mastercard,Meredith,Kloten,Zurich,Switzerland
1/30/09 6:48,Product1,1200,Mastercard,Nicole,Fayetteville                ,NC,United States
1/22/09 18:07,Product1,1200,Visa,Ryan,Simpsonville                ,SC,United States
1/29/09 15:03,Product1,1200,Visa,Mary ,Auckland,Auckland,New Zealand
1/2/09 14:14,Product1,1200,Diners,Aaron,Reading,England,United Kingdom
1/19/09 11:05,Product1,1200,Visa,Bertrand,North Caldwell              ,NJ,United States
1/28/09 16:17,Product1,1200,Mastercard,Zoe,Coventry,England,United Kingdom
1/8/09 12:46,Product1,1200,Mastercard,Trine Marie,Orillia,Ontario,Canada
1/29/09 16:07,Product1,1200,Diners,Kim,Paris,Ile-de-France,France
1/29/09 13:41,Product1,1200,Visa,John ,San Jose                    ,CA,United States
1/8/09 6:29,Product1,1200,Visa,Rich,Ingelheim-Mitte,Rhineland-Palatinate,Germany
1/4/09 12:53,Product1,1200,Diners,Kayla,Leamington Spa,England,United Kingdom
1/14/09 12:55,Product1,1200,Visa,Richard and Comfort,Regensdorf,Zurich,Switzerland
1/14/09 6:35,Product1,1200,Visa,Eric,Melbourne,Victoria,Australia
1/27/09 13:08,Product1,1200,Mastercard,Melissa,Geneve,Geneve,Switzerland
1/31/09 23:09,Product1,1200,Diners,Dawn,Vaucluse,New South Wales,Australia
1/21/09 14:34,Product1,1200,Mastercard,Tamara,Klosterneuburg,Lower Austria,Austria
1/16/09 8:28,Product1,1200,Visa,Ashley,Rancho Cordova              ,CA,United States
1/11/09 9:55,Product1,1200,Visa,familly ,Creemore,Ontario,Canada
1/8/09 2:46,Product1,1200,Mastercard,Ken,Sidcup,England,United Kingdom
1/26/09 7:11,Product1,1200,Visa,Tori,Minneapolis                 ,MN,United States
1/31/09 5:39,Product2,3600,Mastercard,Hanne,Phoenix                     ,MD,United States
1/9/09 8:35,Product1,1200,Amex,Precious,Edmonton,Alberta,Canada
1/24/09 3:25,Product1,1200,Visa,Michelle,Lyndoch,South Australia,Australia
1/26/09 8:45,Product1,1200,Visa,Paula,Larchmont                   ,NY,United States
1/23/09 10:45,Product1,1200,Visa,Stephanie,Saint Charles               ,IL,United States
1/28/09 8:50,Product1,1200,Visa,kemp,Brentwood                   ,TN,United States
1/15/09 19:10,Product2,3600,Diners,Therese,Pensacola                   ,FL,United States
1/9/09 20:25,Product1,1200,Diners,Mona,Kelowna,British Columbia,Canada
1/15/09 21:53,Product1,1200,Visa,Caroline,Toronto,Ontario,Canada
1/12/09 0:17,Product1,1200,Mastercard,Andrea,Brondby Strand,Kobenhavn,Denmark
1/25/09 10:32,Product1,1200,Mastercard,Pilar,Florence,Tuscany,Italy
1/12/09 23:35,Product1,1200,Visa,Lisa,Perth,Western Australia,Australia
1/11/09 6:09,Product1,1200,Amex,A,Saint Petersburg            ,FL,United States
1/3/09 13:35,Product1,1200,Mastercard,Yvette,Aubonne,Vaud,Switzerland
1/18/09 11:03,Product2,3600,Amex,Katie,Gava,Catalonia,Spain
1/5/09 18:55,Product1,1200,Visa,Nicole,Mc Lean                     ,VA,United States
1/2/09 18:54,Product1,1200,Mastercard,Kelly,Hendersonville              ,TN,United States
1/13/09 14:44,Product2,3600,Visa,george,Zurich,Zurich,Switzerland
1/4/09 4:05,Product1,1200,Mastercard,Samantha,Watford,England,United Kingdom
1/27/09 12:47,Product1,1200,Visa,Caterina,Amsterdam,Noord-Holland,Netherlands
1/22/09 6:51,Product1,1200,Visa,Kate,Rochester Hills             ,MI,United States
1/1/09 21:40,Product1,1200,Mastercard,Tina,Anglesea,Victoria,Australia
